battle_id,hero_name,hero_series,hero_type,hero_powers,hero_total_power,hero_combat,hero_speed,hero_durability,hero_intelligence,hero_heat,hero_water,hero_electricity,hero_magic,hero_stealth,villain_name,villain_species,villain_affiliation,villain_powers,villain_total_power,villain_combat,villain_speed,villain_durability,villain_intelligence,villain_heat,villain_water,villain_electricity,villain_magic,villain_stealth,terrain,battle_type,hero_terrain_bonus,villain_terrain_bonus,hero_win_probability,battle_outcome,difficulty_rating
1801,Upgrade,Original Series,Classic,"Technopathy, Optic Blast, Liquid Metal",50.15,60,41,80,95,12,10,7,5,16,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Null Void,Chase,1.028,1.032,0.4567,Win,Hard
1802,Upgrade,Original Series,Classic,"Technopathy, Optic Blast, Liquid Metal",50.15,60,41,80,95,12,10,7,5,16,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Underwater,Ambush,0.972,0.955,0.5443,Win,Medium
1803,Upgrade,Original Series,Classic,"Technopathy, Optic Blast, Liquid Metal",50.15,60,41,80,95,12,10,7,5,16,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,Siege,1.045,1.046,0.3864,Win,Hard
1804,Upgrade,Original Series,Classic,"Technopathy, Optic Blast, Liquid Metal",50.15,60,41,80,95,12,10,7,5,16,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,City,Ambush,1.03,1.02,0.5619,Loss,Medium
1805,Ghostfreak,Original Series,Classic,"Invisibility, Intangibility, Possession",40.95,50,30,30,46,15,9,7,60,100,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Desert,Chase,0.99,1.005,0.4378,Loss,Hard
1806,Ghostfreak,Original Series,Classic,"Invisibility, Intangibility, Possession",40.95,50,30,30,46,15,9,7,60,100,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Null Void,Ambush,1.038,1.032,0.4856,Win,Hard
1807,Ghostfreak,Original Series,Classic,"Invisibility, Intangibility, Possession",40.95,50,30,30,46,15,9,7,60,100,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Volcanic,1v1,0.991,0.985,0.3705,Loss,Hard
1808,Ghostfreak,Original Series,Classic,"Invisibility, Intangibility, Possession",40.95,50,30,30,46,15,9,7,60,100,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,City,Chase,1.029,1.02,0.4726,Loss,Hard
1809,Cannonbolt,Original Series,Classic,"Sphere Transformation, Indestructible Shell",59.2,90,85,100,42,11,14,14,2,10,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,1v1,1.067,1.046,0.4304,Loss,Hard
1810,Cannonbolt,Original Series,Classic,"Sphere Transformation, Indestructible Shell",59.2,90,85,100,42,11,14,14,2,10,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Volcanic,Ambush,0.972,0.985,0.5134,Win,Medium
1811,Cannonbolt,Original Series,Classic,"Sphere Transformation, Indestructible Shell",59.2,90,85,100,42,11,14,14,2,10,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Arctic,Ambush,0.955,0.962,0.4808,Win,Hard
1812,Cannonbolt,Original Series,Classic,"Sphere Transformation, Indestructible Shell",59.2,90,85,100,42,11,14,14,2,10,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Forest,Siege,0.981,0.993,0.4447,Loss,Hard
1813,Wildvine,Original Series,Classic,"Plant Manipulation, Elasticity, Regeneration",44.4,70,31,60,55,14,11,11,2,60,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,Siege,1.028,1.046,0.3719,Win,Hard
1814,Wildvine,Original Series,Classic,"Plant Manipulation, Elasticity, Regeneration",44.4,70,31,60,55,14,11,11,2,60,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Arctic,Chase,0.974,0.962,0.4942,Win,Hard
1815,Wildvine,Original Series,Classic,"Plant Manipulation, Elasticity, Regeneration",44.4,70,31,60,55,14,11,11,2,60,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Forest,1v1,1.01,0.993,0.5165,Loss,Medium
1816,Wildvine,Original Series,Classic,"Plant Manipulation, Elasticity, Regeneration",44.4,70,31,60,55,14,11,11,2,60,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Desert,1v1,0.994,1.005,0.3987,Loss,Hard
1817,Buzzshock,Original Series,Classic,"Electrokinesis, Duplication, Flight",48.05,47,90,47,60,13,5,100,2,13,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Volcanic,Ambush,0.988,0.985,0.526,Win,Medium
1818,Buzzshock,Original Series,Classic,"Electrokinesis, Duplication, Flight",48.05,47,90,47,60,13,5,100,2,13,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Desert,Ambush,1.001,1.005,0.5317,Win,Medium
1819,Buzzshock,Original Series,Classic,"Electrokinesis, Duplication, Flight",48.05,47,90,47,60,13,5,100,2,13,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Arctic,1v1,0.938,0.962,0.4806,Win,Hard
1820,Buzzshock,Original Series,Classic,"Electrokinesis, Duplication, Flight",48.05,47,90,47,60,13,5,100,2,13,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,City,Siege,1.02,1.02,0.4536,Win,Hard
1821,Arctiguana,Original Series,Classic,"Ice Breath, Freezing, Cold Resistance",39.4,44,30,70,57,0,60,9,0,28,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Forest,Ambush,0.999,0.993,0.5239,Win,Medium
1822,Arctiguana,Original Series,Classic,"Ice Breath, Freezing, Cold Resistance",39.4,44,30,70,57,0,60,9,0,28,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Desert,Ambush,0.974,1.005,0.5232,Win,Medium
1823,Arctiguana,Original Series,Classic,"Ice Breath, Freezing, Cold Resistance",39.4,44,30,70,57,0,60,9,0,28,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,Ambush,1.042,1.046,0.4271,Loss,Hard
1824,Arctiguana,Original Series,Classic,"Ice Breath, Freezing, Cold Resistance",39.4,44,30,70,57,0,60,9,0,28,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Volcanic,Ambush,0.935,0.985,0.5077,Loss,Medium
1825,Blitzwolfer,Original Series,Classic,"Sonic Howl, Sharp Claws, Enhanced Senses",49.55,80,70,39,57,7,12,6,4,60,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Forest,Chase,0.998,0.993,0.5074,Win,Medium
1826,Blitzwolfer,Original Series,Classic,"Sonic Howl, Sharp Claws, Enhanced Senses",49.55,80,70,39,57,7,12,6,4,60,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Desert,Chase,0.992,1.005,0.4234,Loss,Hard
1827,Blitzwolfer,Original Series,Classic,"Sonic Howl, Sharp Claws, Enhanced Senses",49.55,80,70,39,57,7,12,6,4,60,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,Chase,1.042,1.046,0.554,Loss,Medium
1828,Blitzwolfer,Original Series,Classic,"Sonic Howl, Sharp Claws, Enhanced Senses",49.55,80,70,39,57,7,12,6,4,60,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Volcanic,Siege,0.985,0.985,0.4864,Loss,Hard
1829,Snare-oh,Original Series,Classic,"Bandage Manipulation, Regeneration",51.0,48,46,80,56,7,5,12,70,70,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,Chase,1.037,1.046,0.5565,Win,Medium
1830,Snare-oh,Original Series,Classic,"Bandage Manipulation, Regeneration",51.0,48,46,80,56,7,5,12,70,70,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Desert,Chase,0.994,1.005,0.4815,Win,Hard
1831,Snare-oh,Original Series,Classic,"Bandage Manipulation, Regeneration",51.0,48,46,80,56,7,5,12,70,70,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Volcanic,Ambush,0.977,0.985,0.539,Win,Medium
1832,Snare-oh,Original Series,Classic,"Bandage Manipulation, Regeneration",51.0,48,46,80,56,7,5,12,70,70,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,City,Siege,1.023,1.02,0.3948,Loss,Hard
1833,Frankenstrike,Original Series,Classic,"Electrokinesis, Enhanced Strength",60.65,95,30,90,80,13,15,90,4,12,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Arctic,Ambush,0.982,0.962,0.6215,Loss,Medium
1834,Frankenstrike,Original Series,Classic,"Electrokinesis, Enhanced Strength",60.65,95,30,90,80,13,15,90,4,12,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Underwater,1v1,0.97,0.955,0.589,Draw,Medium
1835,Frankenstrike,Original Series,Classic,"Electrokinesis, Enhanced Strength",60.65,95,30,90,80,13,15,90,4,12,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,Ambush,1.035,1.046,0.6225,Win,Medium
1836,Frankenstrike,Original Series,Classic,"Electrokinesis, Enhanced Strength",60.65,95,30,90,80,13,15,90,4,12,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Desert,1v1,0.999,1.005,0.4925,Win,Hard
1837,Upchuck,Original Series,Classic,"Matter Ingestion, Explosive Vomit",43.7,60,39,80,53,14,5,10,4,21,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,Chase,1.049,1.046,0.4954,Win,Hard
1838,Upchuck,Original Series,Classic,"Matter Ingestion, Explosive Vomit",43.7,60,39,80,53,14,5,10,4,21,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Underwater,Siege,0.966,0.955,0.4011,Win,Hard
1839,Upchuck,Original Series,Classic,"Matter Ingestion, Explosive Vomit",43.7,60,39,80,53,14,5,10,4,21,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,City,Chase,1.021,1.02,0.4572,Draw,Hard
1840,Upchuck,Original Series,Classic,"Matter Ingestion, Explosive Vomit",43.7,60,39,80,53,14,5,10,4,21,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Null Void,Siege,1.03,1.032,0.4668,Win,Hard
1841,Eye Guy,Original Series,Classic,"360 Vision, Energy Beams",45.1,70,31,37,38,70,70,70,3,18,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Underwater,Chase,0.956,0.955,0.4414,Draw,Hard
1842,Eye Guy,Original Series,Classic,"360 Vision, Energy Beams",45.1,70,31,37,38,70,70,70,3,18,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,Ambush,1.029,1.046,0.5354,Win,Medium
1843,Eye Guy,Original Series,Classic,"360 Vision, Energy Beams",45.1,70,31,37,38,70,70,70,3,18,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Null Void,Siege,1.035,1.032,0.3881,Loss,Hard
1844,Eye Guy,Original Series,Classic,"360 Vision, Energy Beams",45.1,70,31,37,38,70,70,70,3,18,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,City,Siege,1.015,1.02,0.3353,Win,Hard
1845,Way Big,Original Series,Classic,"Gigantism, Cosmic Rays, Super Strength",61.45,100,60,100,40,80,13,8,2,24,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Arctic,1v1,0.94,0.962,0.6115,Loss,Medium
1846,Way Big,Original Series,Classic,"Gigantism, Cosmic Rays, Super Strength",61.45,100,60,100,40,80,13,8,2,24,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Desert,Ambush,1.014,1.005,0.6192,Loss,Medium
1847,Way Big,Original Series,Classic,"Gigantism, Cosmic Rays, Super Strength",61.45,100,60,100,40,80,13,8,2,24,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Null Void,1v1,1.036,1.032,0.5683,Win,Medium
1848,Way Big,Original Series,Classic,"Gigantism, Cosmic Rays, Super Strength",61.45,100,60,100,40,80,13,8,2,24,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Underwater,Ambush,0.947,0.955,0.5682,Win,Medium
1849,Swampfire,Alien Force,Alien Force,"Pyrokinesis, Chlorokinesis, Regeneration",52.7,80,31,90,47,95,30,10,1,13,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,City,Siege,1.015,1.02,0.4786,Loss,Hard
1850,Swampfire,Alien Force,Alien Force,"Pyrokinesis, Chlorokinesis, Regeneration",52.7,80,31,90,47,95,30,10,1,13,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Underwater,Siege,0.953,0.955,0.3845,Loss,Hard
1851,Swampfire,Alien Force,Alien Force,"Pyrokinesis, Chlorokinesis, Regeneration",52.7,80,31,90,47,95,30,10,1,13,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,1v1,1.041,1.046,0.4886,Win,Hard
1852,Swampfire,Alien Force,Alien Force,"Pyrokinesis, Chlorokinesis, Regeneration",52.7,80,31,90,47,95,30,10,1,13,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Forest,1v1,0.995,0.993,0.4697,Win,Hard
1853,Echo Echo,Alien Force,Alien Force,"Sonic Screams, Duplication",36.45,70,50,30,30,14,10,9,1,14,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,City,1v1,1.014,1.02,0.4026,Loss,Hard
1854,Echo Echo,Alien Force,Alien Force,"Sonic Screams, Duplication",36.45,70,50,30,30,14,10,9,1,14,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Null Void,1v1,1.043,1.032,0.3303,Win,Hard
1855,Echo Echo,Alien Force,Alien Force,"Sonic Screams, Duplication",36.45,70,50,30,30,14,10,9,1,14,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Desert,Chase,1.0,1.005,0.373,Loss,Hard
1856,Echo Echo,Alien Force,Alien Force,"Sonic Screams, Duplication",36.45,70,50,30,30,14,10,9,1,14,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Forest,1v1,0.985,0.993,0.3699,Win,Hard
1857,Humungousaur,Alien Force,Alien Force,"Size Alteration, Super Strength",57.5,100,40,100,59,13,6,8,2,22,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Desert,Siege,1.0,1.005,0.4384,Loss,Hard
1858,Humungousaur,Alien Force,Alien Force,"Size Alteration, Super Strength",57.5,100,40,100,59,13,6,8,2,22,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Arctic,Ambush,0.975,0.962,0.6038,Win,Medium
1859,Humungousaur,Alien Force,Alien Force,"Size Alteration, Super Strength",57.5,100,40,100,59,13,6,8,2,22,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Forest,Siege,0.996,0.993,0.4715,Loss,Hard
1860,Humungousaur,Alien Force,Alien Force,"Size Alteration, Super Strength",57.5,100,40,100,59,13,6,8,2,22,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,Siege,1.043,1.046,0.4538,Loss,Hard
1861,Jetray,Alien Force,Alien Force,"Hyperspace Flight, Neuroshock Blasts",45.3,36,100,41,44,60,80,11,2,16,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,1v1,1.076,1.046,0.4836,Loss,Hard
1862,Jetray,Alien Force,Alien Force,"Hyperspace Flight, Neuroshock Blasts",45.3,36,100,41,44,60,80,11,2,16,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Arctic,1v1,0.918,0.962,0.4285,Loss,Hard
1863,Jetray,Alien Force,Alien Force,"Hyperspace Flight, Neuroshock Blasts",45.3,36,100,41,44,60,80,11,2,16,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Underwater,Siege,0.931,0.955,0.3779,Loss,Hard
1864,Jetray,Alien Force,Alien Force,"Hyperspace Flight, Neuroshock Blasts",45.3,36,100,41,44,60,80,11,2,16,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Forest,1v1,0.973,0.993,0.3941,Draw,Hard
1865,Big Chill,Alien Force,Alien Force,"Cryokinesis, Intangibility, Flight",43.05,45,45,80,46,0,12,10,3,95,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Volcanic,Ambush,0.965,0.985,0.4968,Loss,Hard
1866,Big Chill,Alien Force,Alien Force,"Cryokinesis, Intangibility, Flight",43.05,45,45,80,46,0,12,10,3,95,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Underwater,1v1,0.97,0.955,0.4382,Loss,Hard
1867,Big Chill,Alien Force,Alien Force,"Cryokinesis, Intangibility, Flight",43.05,45,45,80,46,0,12,10,3,95,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Null Void,Siege,0.995,1.032,0.4092,Loss,Hard
1868,Big Chill,Alien Force,Alien Force,"Cryokinesis, Intangibility, Flight",43.05,45,45,80,46,0,12,10,3,95,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,City,Ambush,1.027,1.02,0.4625,Win,Hard
1869,Chromastone,Alien Force,Alien Force,"Energy Absorption, Ultraviolet Beams",52.9,80,34,95,50,9,12,80,5,10,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Arctic,Chase,0.979,0.962,0.4489,Win,Hard
1870,Chromastone,Alien Force,Alien Force,"Energy Absorption, Ultraviolet Beams",52.9,80,34,95,50,9,12,80,5,10,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Underwater,Ambush,0.966,0.955,0.6197,Loss,Medium
1871,Chromastone,Alien Force,Alien Force,"Energy Absorption, Ultraviolet Beams",52.9,80,34,95,50,9,12,80,5,10,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,Chase,1.044,1.046,0.5264,Win,Medium
1872,Chromastone,Alien Force,Alien Force,"Energy Absorption, Ultraviolet Beams",52.9,80,34,95,50,9,12,80,5,10,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Null Void,Ambush,1.038,1.032,0.546,Loss,Medium
1873,Brainstorm,Alien Force,Alien Force,"Super Intelligence, Electrokinesis",47.85,50,40,48,100,7,13,90,2,29,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,Chase,1.034,1.046,0.4778,Loss,Hard
1874,Brainstorm,Alien Force,Alien Force,"Super Intelligence, Electrokinesis",47.85,50,40,48,100,7,13,90,2,29,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Desert,Ambush,0.995,1.005,0.6137,Loss,Medium
1875,Brainstorm,Alien Force,Alien Force,"Super Intelligence, Electrokinesis",47.85,50,40,48,100,7,13,90,2,29,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Underwater,1v1,0.957,0.955,0.4479,Loss,Hard
1876,Brainstorm,Alien Force,Alien Force,"Super Intelligence, Electrokinesis",47.85,50,40,48,100,7,13,90,2,29,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Arctic,1v1,0.974,0.962,0.4619,Win,Hard
1877,Spidermonkey,Alien Force,Alien Force,"Agility, Webbing, Wall Crawling",47.55,80,85,50,33,8,15,8,0,16,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Forest,1v1,0.978,0.993,0.4493,Loss,Hard
1878,Spidermonkey,Alien Force,Alien Force,"Agility, Webbing, Wall Crawling",47.55,80,85,50,33,8,15,8,0,16,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Underwater,Siege,0.946,0.955,0.3951,Loss,Hard
1879,Spidermonkey,Alien Force,Alien Force,"Agility, Webbing, Wall Crawling",47.55,80,85,50,33,8,15,8,0,16,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Volcanic,Ambush,0.98,0.985,0.4746,Win,Hard
1880,Spidermonkey,Alien Force,Alien Force,"Agility, Webbing, Wall Crawling",47.55,80,85,50,33,8,15,8,0,16,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Null Void,Siege,1.037,1.032,0.41,Loss,Hard
1881,Goop,Alien Force,Alien Force,"Acid Projection, Shapeshifting",39.4,30,60,90,45,5,13,13,1,20,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Forest,1v1,0.985,0.993,0.412,Win,Hard
1882,Goop,Alien Force,Alien Force,"Acid Projection, Shapeshifting",39.4,30,60,90,45,5,13,13,1,20,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Volcanic,Chase,0.96,0.985,0.407,Win,Hard
1883,Goop,Alien Force,Alien Force,"Acid Projection, Shapeshifting",39.4,30,60,90,45,5,13,13,1,20,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Null Void,1v1,1.012,1.032,0.4066,Win,Hard
1884,Goop,Alien Force,Alien Force,"Acid Projection, Shapeshifting",39.4,30,60,90,45,5,13,13,1,20,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Desert,Chase,0.994,1.005,0.4664,Loss,Hard
1885,Alien X,Alien Force,Alien Force,"Reality Warping, Omnipotence, Time Control",100.0,100,100,100,100,100,100,100,100,100,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Underwater,Ambush,0.955,0.955,0.7811,Win,Easy
1886,Alien X,Alien Force,Alien Force,"Reality Warping, Omnipotence, Time Control",100.0,100,100,100,100,100,100,100,100,100,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Space,Siege,1.035,1.046,0.6433,Win,Medium
1887,Alien X,Alien Force,Alien Force,"Reality Warping, Omnipotence, Time Control",100.0,100,100,100,100,100,100,100,100,100,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Null Void,1v1,1.04,1.032,0.6789,Win,Medium
1888,Alien X,Alien Force,Alien Force,"Reality Warping, Omnipotence, Time Control",100.0,100,100,100,100,100,100,100,100,100,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Desert,Siege,0.995,1.005,0.5506,Loss,Medium
1889,Lodestar,Alien Force,Alien Force,"Magnetism, Regeneration, Flight",44.25,70,43,80,34,13,9,13,2,25,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,City,Siege,1.014,1.02,0.3732,Loss,Hard
1890,Lodestar,Alien Force,Alien Force,"Magnetism, Regeneration, Flight",44.25,70,43,80,34,13,9,13,2,25,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Volcanic,Siege,0.974,0.985,0.3979,Loss,Hard
1891,Lodestar,Alien Force,Alien Force,"Magnetism, Regeneration, Flight",44.25,70,43,80,34,13,9,13,2,25,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Arctic,1v1,0.966,0.962,0.454,Loss,Hard
1892,Lodestar,Alien Force,Alien Force,"Magnetism, Regeneration, Flight",44.25,70,43,80,34,13,9,13,2,25,Malware,Corrupted Mechamorph,Solo,"Technology Absorption, Energy Blasts",57.75,80,50,90,70,30,5,60,5,20,Null Void,Ambush,1.032,1.032,0.4319,Win,Hard
